Location,Location Name,District Number,Region Number,Terr Num,EFF DT,Current Starting Rate,Staffing Level,Current Staffing Level,YTD Average Staffing Level,Current Staffing Score,YTD Staffing Score,Total Staffing Score,LY Turn %,YTD Turn %,YOY Turn Variance,Turnover Score,Unemployment Score,Kohl's to County Comp Score,County Score,Applicant Flow,Acceptance Rate,Acceptance Rate Score,Applicant Flow Score,Recruiting Score,Cost of Labor Zone,Wage Pressue Score,Wage Score Color,Starting Rate Buckets
1229,Lady Lake,73,16,1,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.03,0.01,-0.02,3,4,3,3.5,8.67,1,1,2,1.4,2,2.31,Green,9
1230,Narcoossee,39,16,1,4/1/17,9.00,0.85,0.85,0.82,4,4,4,0.13,0.07,-0.06,3,4,4,4,18.43,0.45,5,1,3.4,2,3.6,Yellow,9
1231,Surprise South,50,12,3,4/1/17,10.00,1.00,1.00,1.00,1,2,1.7,0.05,0.03,-0.02,3,4,3,3.5,,,2,,,2,2.515,Green,10
1232,West Burlington,79,7,2,4/1/17,9.00,1.00,1.00,0.95,1,3,2.4,0.13,0.12,-0.02,3,4,2,3,4.33,1,1,2,1.4,1,2.42,Green,9
1233,Valley Ranch Relo,26,4,1,4/1/17,9.25,1.00,1.00,0.94,1,3,2.4,0.12,0.09,-0.03,3,4,5,4.5,4.64,0.9,2,2,2,3,2.87,Green,9.12
1234,Albany,78,16,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.03,0.04,0.02,4,2,2,2,23.21,1,1,1,1,2,2.16,Green,9
1235,Lacey Township,38,9,4,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.06,0.07,0.01,4,3,4,3.5,3.86,0.86,3,2,2.6,4,2.86,Green,9
1236,Atascocita,40,4,1,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.12,0.03,-0.09,3,3,4,3.5,,,,,,3,2.515,Green,9
1237,Canton Township,7,11,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.05,0.04,-0.01,3,2,2,2,7.73,0.75,5,2,3.8,3,2.61,Green,9
1238,Waynesboro,24,2,4,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.24,0.10,-0.14,2,5,1,3,9.14,1,1,2,1.4,1,1.96,Green,9
1240,Tolleson,50,12,3,4/1/17,10.00,1.00,1.00,0.96,1,2,1.7,0.02,0.03,0.00,4,4,3,3.5,,,,,,2,2.865,Green,10
1241,Aurora,25,12,3,4/1/17,9.30,0.89,0.89,0.93,4,3,3.3,0.14,0.10,-0.04,3,5,4,4.5,6.93,0.85,4,3,3.6,3,3.54,Yellow,9.38
1242,Gainesville,30,16,1,4/1/17,9.00,0.86,0.86,0.89,4,4,4,0.15,0.14,-0.01,3,5,2,3.5,7.28,1,1,2,1.4,2,3,Yellow,9
1243,Coconut Creek,39,16,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.03,0.08,0.05,4,4,3,3.5,13.11,0.88,3,1,2.2,2,2.76,Green,9
1245,Hollywood,39,16,1,4/1/17,9.00,1.00,1.00,1.00,1,1,1,0.07,0.03,-0.03,3,4,3,3.5,22.88,0.94,2,1,1.6,2,2.15,Green,9
1246,Homestead,39,16,1,4/1/17,9.00,0.87,0.87,0.94,4,3,3.3,0.09,0.09,0.00,4,3,4,3.5,16.79,0.75,5,1,3.4,2,3.54,Yellow,9
1247,Kendall,39,16,1,4/1/17,9.00,0.97,0.97,0.99,2,2,2,0.00,0.03,0.03,4,3,4,3.5,1,0,5,1,3.4,2,3.15,Yellow,9
1248,Miramar,39,16,1,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.05,0.08,0.03,4,4,3,3.5,2.72,,2,1,1.6,2,2.61,Green,9
1249,Plantation,39,16,1,4/1/17,9.00,1.00,1.00,0.93,1,3,2.4,0.05,0.10,0.05,4,4,3,3.5,10.14,1,1,1,1,2,2.67,Green,9
1250,Lake Wales,39,16,1,4/1/17,9.00,0.98,0.98,0.94,2,3,2.7,0.03,0.07,0.05,4,3,3,3,,,,,,2,3.215,Yellow,9
1253,West Des Moines,43,7,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.11,0.10,-0.01,3,5,5,5,4.96,0.81,4,2,3.2,2,3.06,Yellow,9
1255,Seabrook,12,3,4,4/1/17,9.00,0.92,0.92,0.82,3,4,3.7,0.13,0.01,-0.12,2,5,3,4,3.36,0.7,5,2,3.8,2,3.36,Yellow,9
1256,Linden,56,9,4,4/1/17,9.00,0.95,0.95,0.94,2,3,2.7,0.18,0.04,-0.14,2,4,4,4,10.67,0.91,2,1,1.6,4,2.51,Green,9
1257,Newton,28,9,4,4/1/17,9.00,1.00,1.00,1.00,1,1,1,0.04,0.06,0.02,4,4,3,3.5,1,1,1,1,1,4,2.25,Green,9
1261,Anderson,75,14,1,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.05,0.03,-0.02,3,4,3,3.5,,,,,,1,2.515,Green,9
1262,Puyallup,9,10,3,4/1/17,11.00,1.00,1.00,0.99,1,2,1.7,0.12,0.12,0.00,4,2,4,3,24.29,1,1,1,1,3,2.36,Green,10.5
1264,Milton fka Alpharetta,36,5,1,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.11,0.15,0.04,4,3,5,4,6.62,0.92,2,3,2.4,2,2.91,Green,9
1265,Billings,60,10,3,4/1/17,10.00,1.00,1.00,0.88,1,4,3.1,0.14,0.09,-0.05,3,5,5,5,3.92,1,1,2,1.4,2,3.03,Yellow,10
1266,Chaska,8,7,2,4/1/17,9.50,1.00,1.00,0.96,1,2,1.7,0.06,0.06,0.01,4,5,2,3.5,2.83,0.84,4,1,2.8,3,2.91,Green,9.38
1267,Crete,6,1,2,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.03,0.05,0.02,4,3,3,3,,,,,,3,2.765,Green,9
1268,Delaware,33,1,2,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.08,0.10,0.02,4,5,3,4,,,,,,2,2.965,Green,9
1269,Fort Myers,73,16,1,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.11,0.12,0.01,4,4,3,3.5,17.38,1,1,1,1,2,2.46,Green,9
1270,Fort Walton Beach,78,16,1,4/1/17,9.00,0.96,0.96,0.89,2,4,3.4,0.33,0.21,-0.12,2,5,4,4.5,2.55,1,1,1,1,2,2.67,Green,9
1271,Gibsonia,20,15,4,4/1/17,9.00,0.99,0.99,0.99,2,2,2,0.02,0.04,0.02,4,3,3,3,2,1,1,1,1,2,2.45,Green,9
1272,Jeffersonville,67,2,4,4/1/17,9.00,1.00,1.00,0.92,1,3,2.4,0.15,0.14,-0.02,3,4,2,3,7.5,1,1,2,1.4,1,2.42,Green,9
1275,Katy South,71,4,1,4/1/17,9.00,1.00,1.00,0.95,1,2,1.7,0.10,0.09,-0.01,3,3,4,3.5,9.44,1,1,2,1.4,3,2.31,Green,9
1276,Kyle fka SE Austin,61,4,1,4/1/17,9.00,0.91,0.91,0.94,3,3,3,0.12,0.09,-0.03,3,5,3,4,3.38,1,1,2,1.4,2,2.8,Green,9
1277,Lancaster East,65,15,4,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.17,0.06,-0.12,2,4,4,4,1.9,1,1,1,1,2,2.06,Green,9
1279,League City,71,4,1,4/1/17,9.00,0.93,0.93,0.89,3,4,3.7,0.14,0.01,-0.12,2,3,4,3.5,4.86,1,1,2,1.4,3,2.66,Green,9
1280,Leander,40,4,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.10,0.12,0.02,4,5,4,4.5,9.8,0.78,5,2,3.8,2,3.36,Yellow,9
1281,Lincoln South,43,7,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.01,0.07,0.06,4,5,3,4,1.38,0.71,5,1,3.4,1,3.16,Yellow,9
1282,Menifee,47,8,3,4/1/17,10.50,1.00,1.00,0.98,1,2,1.7,0.09,0.08,-0.01,3,3,2,2.5,18.67,1,1,1,1,3,2.01,Green,10.38
1283,Northborough,41,3,4,4/1/17,11.00,0.90,0.90,0.81,3,4,3.7,0.07,0.08,0.01,4,4,2,3,3,1,1,2,1.4,3,3.06,Yellow,10.5
1284,Opelika,78,16,1,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.10,0.10,0.00,4,3,3,3,18.88,0.86,3,1,2.2,1,2.66,Green,9
1285,Orem,62,12,3,4/1/17,9.00,1.00,1.00,0.86,1,4,3.1,0.17,0.19,0.02,4,5,5,5,6.26,0.88,3,3,3,1,3.68,Yellow,9
1286,Oxford,78,16,1,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.07,0.05,-0.02,3,2,3,2.5,9.5,,2,2,2,1,2.26,Green,9
1287,Lake Park fka Palm Garden,39,16,1,4/1/17,9.00,0.96,0.96,0.97,2,2,2,0.10,0.06,-0.04,3,4,5,4.5,4.63,1,1,2,1.4,2,2.6,Green,9
1288,Palm Coast,30,16,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.03,0.04,0.00,4,3,3,3,9.2,1,1,2,1.4,2,2.46,Green,9
1290,Port Orange,30,16,1,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.11,0.09,-0.02,3,4,3,3.5,5.75,1,1,3,1.8,1,2.41,Green,9
1291,Salisbury,10,14,1,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.09,0.03,-0.07,3,3,2,2.5,,,,,,2,2.315,Green,9
1292,Snohomish,9,10,3,4/1/17,11.00,1.00,1.00,0.93,1,3,2.4,0.11,0.04,-0.07,3,5,5,5,9.43,1,1,2,1.4,3,2.82,Green,10.5
1293,Spring Hill,73,16,1,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.06,0.07,0.01,4,3,3,3,,,,,,2,2.765,Green,9
1294,Tavares,73,16,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.10,0.06,-0.04,3,4,3,3.5,7,,2,2,2,2,2.46,Green,9
1295,Walton,13,2,4,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.05,0.08,0.02,4,4,3,3.5,,,,,,2,2.865,Green,9
1300,Romeoville,49,1,2,4/1/17,9.00,0.96,0.96,0.93,2,3,2.7,0.08,0.14,0.06,4,3,3,3,6.8,1,1,3,1.8,3,2.86,Green,9
1301,Franklin,4,6,2,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.05,0.14,0.08,4,5,2,3.5,5.79,1,1,3,1.8,2,2.66,Green,9
1302,Angola,80,1,2,4/1/17,9.00,0.94,0.94,0.92,3,3,3,0.13,0.12,-0.01,3,4,3,3.5,2.22,0.92,2,1,1.6,1,2.75,Green,9
1303,Kansas City Speedway,76,7,2,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.03,0.16,0.13,5,3,3,3,4.93,0.95,1,2,1.4,2,2.71,Green,9
1304,La Vale,66,15,4,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.09,0.08,0.00,3,2,2,2,16.83,0.88,3,1,2.2,2,2.21,Green,9
1305,Woodhaven,7,11,2,4/1/17,9.00,0.99,0.99,0.96,2,2,2,0.10,0.07,-0.03,3,2,2,2,8,1,1,2,1.4,3,2.1,Green,9
1306,Buffalo,69,3,4,4/1/17,9.70,0.88,0.88,0.94,4,3,3.3,0.06,0.01,-0.04,3,3,1,2,21.28,1,1,1,1,2,2.39,Green,9.63
1307,Knightdale,44,14,1,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.05,0.04,-0.01,3,4,4,4,,,,,,2,2.615,Green,9
1308,Manitowoc,1,6,2,4/1/17,9.00,1.00,1.00,0.94,1,3,2.4,0.12,0.11,-0.01,3,3,3,3,2.92,0.9,2,1,1.6,2,2.47,Green,9
1309,Alton,23,14,1,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.07,0.06,-0.01,3,3,2,2.5,,,,,,2,2.315,Green,9
1310,Salina,76,7,2,4/1/17,9.00,1.00,1.00,0.91,1,3,2.4,0.03,0.04,0.01,4,5,2,3.5,5.33,1,1,3,1.8,1,2.87,Green,9
1312,Victor,69,3,4,4/1/17,9.70,1.00,1.00,0.96,1,2,1.7,0.12,0.09,-0.03,3,3,3,3,6.29,1,1,3,1.8,2,2.31,Green,9.63
1313,Fuquay Varina,44,14,1,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.11,0.10,-0.01,3,4,4,4,9,1,1,2,1.4,2,2.41,Green,9
1314,Selinsgrove,65,15,4,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.09,0.01,-0.08,3,4,2,3,4.8,1,1,2,1.4,1,2.21,Green,9
1315,Burlington,2,6,2,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.07,0.01,-0.06,3,3,1,2,2.36,0.5,5,1,3.4,2,2.51,Green,9
1316,Royal Palm Beach,39,16,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.05,0.10,0.05,4,4,5,4.5,3.5,,2,2,2,2,2.91,Green,9
1317,Lexington Park,18,2,4,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.07,0.14,0.08,4,4,2,3,6.79,0.71,5,3,4.2,3,3.16,Yellow,9
1318,Riverton,62,12,3,4/1/17,9.00,1.00,1.00,0.94,1,3,2.4,0.19,0.09,-0.09,3,5,5,5,2.5,0.75,5,1,3.4,2,3.32,Yellow,9
1319,Colorado Springs West,25,12,3,4/1/17,9.30,0.95,0.95,0.94,2,3,2.7,0.08,0.12,0.04,4,5,3,4,30.9,0.93,2,1,1.6,2,3.01,Yellow,9.38
1320,Clinton,62,12,3,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.14,0.08,-0.05,3,5,4,4.5,5.76,0.8,4,3,3.6,2,3.06,Yellow,9
1322,Wake Forest,44,14,1,4/1/17,9.00,0.96,0.96,0.98,2,2,2,0.16,0.07,-0.09,3,4,4,4,7.6,0.76,5,2,3.8,2,3.1,Yellow,9
1324,Alameda,63,13,3,4/1/17,10.50,1.00,1.00,1.00,1,2,1.7,0.06,0.02,-0.04,3,5,4,4.5,0.43,1,1,1,1,5,2.41,Green,10.38
1325,Anchorage NE,60,10,3,4/1/17,10.25,1.00,1.00,0.90,1,3,2.4,0.24,0.22,-0.02,3,3,5,4,5.77,0.96,1,3,1.8,3,2.72,Green,10.12
1326,Bend,77,10,3,4/1/17,10.00,0.91,0.91,0.87,3,4,3.7,0.17,0.11,-0.06,3,4,5,4.5,3.42,0.78,5,2,3.8,2,3.71,Yellow,10
1327,Palm Bay,30,16,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.09,0.10,0.01,4,4,3,3.5,32.5,1,1,1,1,2,2.46,Green,9
1328,Rego Park,56,9,4,4/1/17,11.00,0.94,0.94,0.95,3,3,3,0.14,0.06,-0.09,3,4,1,2.5,11.78,0.86,3,1,2.2,5,2.7,Green,10.5
1329,Middle River,66,15,4,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.11,0.08,-0.03,3,4,3,3.5,19.85,0.83,4,1,2.8,3,2.66,Green,9
1330,Forest Hill,21,15,4,4/1/17,9.00,1.00,1.00,1.00,1,1,1,0.11,0.05,-0.06,3,4,2,3,,,,,,2,2.1,Green,9
1331,Hoover,78,16,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.07,0.00,-0.07,3,3,4,3.5,13.38,0.86,3,1,2.2,2,2.51,Green,9
1332,Cambridge,17,7,2,4/1/17,9.50,1.00,1.00,0.97,1,2,1.7,0.12,0.17,0.05,4,2,3,2.5,5.44,0.75,5,3,4.2,2,3.06,Yellow,9.38
1334,Prattville,78,16,1,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.07,0.06,-0.01,3,3,2,2.5,,,,,,2,2.315,Green,9
1340,D'Iberville,22,16,1,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.21,0.12,-0.09,3,4,4,4,11.57,1,1,1,1,1,2.31,Green,9
1342,Burlington,44,14,1,4/1/17,9.00,1.00,1.00,0.90,1,4,3.1,0.04,0.13,0.09,4,4,3,3.5,12.89,1,1,1,1,2,2.88,Green,9
1343,Brimfield,15,11,2,4/1/17,9.00,1.00,1.00,1.00,1,2,1.7,0.06,0.06,0.00,3,2,3,2.5,0.5,1,1,1,1,2,2.01,Green,9
1347,Sioux Falls East,43,7,2,4/1/17,9.25,0.99,0.99,0.91,2,3,2.7,0.06,0.08,0.02,4,5,4,4.5,2.55,0.69,5,1,3.4,1,3.56,Yellow,9.12
1349,Collinsville,23,14,1,4/1/17,9.00,1.00,1.00,0.95,1,3,2.4,0.02,0.10,0.08,4,3,3,3,37,1,1,1,1,2,2.57,Green,9
1350,Blue Springs,76,7,2,4/1/17,9.00,1.00,1.00,0.93,1,3,2.4,0.10,0.07,-0.03,3,3,4,3.5,4.29,0.5,5,2,3.8,2,3.12,Yellow,9
1352,Annapolis,18,2,4,4/1/17,9.00,0.99,0.99,0.94,2,3,2.7,0.16,0.25,0.09,4,5,3,4,2.62,1,1,1,1,3,2.86,Green,9
1353,Butler,20,15,4,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.04,0.10,0.06,4,3,4,3.5,,,,,,2,2.865,Green,9
1354,Lake Charles,22,16,1,4/1/17,9.00,1.00,1.00,0.95,1,3,2.4,0.00,0.01,0.01,4,4,3,3.5,7,0.88,3,2,2.6,2,3.07,Yellow,9
1355,York West,65,15,4,4/1/17,9.00,1.00,1.00,0.97,1,2,1.7,0.13,0.09,-0.04,3,4,3,3.5,7.5,0.78,5,2,3.8,2,2.91,Green,9
1356,Bassett,51,12,3,4/1/17,9.00,0.99,0.99,0.93,2,3,2.7,0.05,0.05,-0.01,3,3,3,3,1,1,1,1,1,1,2.41,Green,9
1357,Brickyard,62,12,3,4/1/17,9.00,1.00,1.00,0.95,1,3,2.4,0.07,0.04,-0.03,3,5,5,5,1.11,1,1,1,1,2,2.72,Green,9
1358,Capitola,64,13,3,4/1/17,10.50,0.94,0.94,0.90,3,4,3.7,0.11,0.07,-0.04,3,1,2,1.5,1.16,0.81,4,1,2.8,4,2.86,Green,10.38
1359,College Grove,54,8,3,4/1/17,11.50,0.94,0.94,0.97,3,2,2.3,0.05,0.09,0.04,4,4,3,3.5,9.5,0.89,3,2,2.6,3,3.04,Yellow,10.5
1360,Downey,45,8,3,4/1/17,10.50,1.00,1.00,0.96,1,2,1.7,0.03,0.06,0.03,4,4,3,3.5,39.8,1,1,1,1,4,2.46,Green,10.38
1361,Eureka,63,13,3,4/1/17,10.50,1.00,1.00,0.94,1,3,2.4,0.10,0.08,-0.03,3,4,3,3.5,8.27,0.8,4,2,3.2,2,2.97,Green,10.38
1362,Fullerton,45,8,3,4/1/17,10.50,0.99,0.99,0.96,2,2,2,0.12,0.06,-0.06,3,5,4,4.5,5.76,0.83,4,3,3.6,4,3.15,Yellow,10.38
1363,Greenback,55,13,3,4/1/17,10.50,1.00,1.00,0.99,1,2,1.7,0.07,0.02,-0.05,3,3,3,3,12.56,0.89,3,1,2.2,3,2.41,Green,10.38
1364,Henderson,14,10,3,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.04,0.11,0.06,4,3,4,3.5,32.71,1,1,1,1,2,2.46,Green,9
1365,Huntington Beach South,48,8,3,4/1/17,10.50,1.00,1.00,0.95,1,3,2.4,0.08,0.06,-0.02,3,5,4,4.5,7.67,0.86,3,2,2.6,4,3.02,Yellow,10.38
1366,Lodi,63,13,3,4/1/17,10.50,1.00,1.00,0.94,1,3,2.4,0.06,0.09,0.04,4,1,3,2,20.8,1,1,1,1,3,2.37,Green,10.38
1367,Merced,70,13,3,4/1/17,10.50,1.00,1.00,0.98,1,2,1.7,0.04,0.08,0.04,4,1,2,1.5,,,,,,3,2.465,Green,10.38
1370,Monrovia,45,8,3,4/1/17,10.50,1.00,1.00,0.94,1,3,2.4,0.08,0.03,-0.04,3,4,4,4,,,,,,4,2.93,Green,10.38
1371,Napa,63,13,3,4/1/17,10.50,0.96,0.96,0.85,2,4,3.4,0.08,0.10,0.02,4,4,2,3,3.08,0.71,5,2,3.8,4,3.57,Yellow,10.38
1372,Nellis Crossing,14,10,3,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.02,0.03,0.00,4,3,4,3.5,1,1,1,1,1,2,2.46,Green,9
1373,Northridge,29,8,3,4/1/17,10.50,0.91,0.91,0.96,3,2,2.3,0.10,0.09,-0.01,3,4,3,3.5,7.75,1,1,2,1.4,4,2.49,Green,10.38
1374,Point West,55,13,3,4/1/17,10.50,1.00,1.00,1.00,1,2,1.7,0.09,0.10,0.01,4,3,3,3,3.71,0.6,5,2,3.8,3,3.06,Yellow,10.38
1376,Redondo Beach,45,8,3,4/1/17,10.50,1.00,1.00,0.98,1,2,1.7,0.05,0.04,-0.01,3,4,4,4,3.94,1,1,2,1.4,4,2.41,Green,10.38
1377,San Diego Balboa Ave,54,8,3,4/1/17,11.50,0.94,0.94,0.95,3,3,3,0.08,0.02,-0.05,3,4,3,3.5,12,1,1,1,1,3,2.6,Green,10.5
1378,San Luis Obispo,70,13,3,4/1/17,10.50,0.90,0.90,0.80,3,5,4.4,0.03,0.18,0.15,5,5,3,4,2.62,0.87,3,1,2.2,3,3.92,Orange,10.38
1379,San Rafael,63,13,3,4/1/17,11.00,0.85,0.85,0.81,4,4,4,0.09,0.12,0.03,4,5,5,5,1.27,0.73,5,1,3.4,5,4.05,Red,10.5
1381,Sun Valley,29,8,3,4/1/17,10.50,0.94,0.94,0.97,3,2,2.3,0.07,0.02,-0.04,3,4,3,3.5,15.15,0.9,2,1,1.6,4,2.54,Green,10.38
1382,Tustin,48,8,3,4/1/17,10.50,1.00,1.00,0.97,1,2,1.7,0.06,0.08,0.03,4,5,4,4.5,,,,,,4,3.065,Yellow,10.38
1383,Ukiah,63,13,3,4/1/17,10.50,0.89,0.89,0.87,4,4,4,0.09,0.18,0.09,4,3,2,2.5,2.96,0.8,4,1,2.8,2,3.4,Yellow,10.38
1385,Westchester,45,8,3,4/1/17,10.50,0.96,0.96,0.96,2,2,2,0.05,0.10,0.05,4,4,3,3.5,3.14,1,1,2,1.4,4,2.65,Green,10.38
1386,Whittier,45,8,3,4/1/17,10.50,1.00,1.00,0.97,1,2,1.7,0.07,0.03,-0.04,3,4,4,4,,,,,,4,2.615,Green,10.38
1388,Mountain View,64,13,3,4/1/17,13.00,1.00,1.00,0.90,1,3,2.4,0.09,0.05,-0.04,3,5,2,3.5,0.88,1,1,1,1,5,2.42,Green,10.5
1389,Redwood City,64,13,3,4/1/17,11.00,0.82,0.82,0.80,4,5,4.7,0.09,0.07,-0.03,3,5,4,4.5,1.82,0.63,5,1,3.4,5,3.91,Orange,10.5
1390,Riverside at Tyler,47,8,3,4/1/17,10.50,1.00,1.00,0.98,1,2,1.7,0.04,0.07,0.02,4,3,2,2.5,54,1,1,1,1,3,2.26,Green,10.38
1391,Southwest Las Vegas,14,10,3,4/1/17,9.00,1.00,1.00,0.95,1,3,2.4,0.17,0.15,-0.02,3,3,4,3.5,16.09,0.93,2,1,1.6,2,2.57,Green,9
1393,Wylie,26,4,1,4/1/17,9.25,1.00,1.00,0.98,1,2,1.7,0.07,0.08,0.01,4,5,5,5,,,,,,3,3.165,Yellow,9.12
1394,Bardstown Road,67,2,4,4/1/17,9.00,1.00,1.00,0.94,1,3,2.4,0.16,0.10,-0.06,3,4,4,4,1.86,0.75,5,1,3.4,1,3.12,Yellow,9
1395,Valley Stream,56,9,4,4/1/17,10.00,0.87,0.87,0.98,4,2,2.6,0.07,0.05,-0.02,3,4,3,3.5,12.71,0.7,5,1,3.4,4,3.08,Yellow,10
1396,Mt. Vernon,81,14,1,4/1/17,9.00,0.94,0.94,0.88,3,4,3.7,0.09,0.05,-0.04,3,2,2,2,9,0.8,4,2,3.2,1,3.06,Yellow,9
1397,Rice Lake,1,6,2,4/1/17,9.00,1.00,1.00,0.83,1,4,3.1,0.27,0.14,-0.13,2,3,3,3,2.5,0.81,4,1,2.8,1,2.73,Green,9
1399,Clovis,70,13,3,4/1/17,10.50,1.00,1.00,1.00,1,2,1.7,0.04,0.01,-0.03,3,1,2,1.5,22.63,1,1,1,1,3,1.81,Green,10.38
1400,Hanford,70,13,3,4/1/17,10.50,1.00,1.00,0.99,1,2,1.7,0.08,0.05,-0.03,3,1,1,1,,,,,,3,2.015,Green,10.38
1401,Midlothian,58,2,4,4/1/17,9.00,1.00,1.00,0.94,1,3,2.4,0.17,0.18,0.01,4,5,3,4,9.78,0.92,2,2,2,2,3.02,Yellow,9
1403,Porterville,70,13,3,4/1/17,10.50,0.94,0.94,0.96,3,2,2.3,0.04,0.09,0.05,4,1,2,1.5,22,0.88,3,1,2.2,3,2.54,Green,10.38
1404,Sonora,55,13,3,4/1/17,10.50,1.00,1.00,0.96,1,2,1.7,0.13,0.10,-0.03,3,2,2,2,1,1,1,1,1,3,1.91,Green,10.38
1405,Coronado,59,12,3,4/1/17,9.00,1.00,1.00,0.95,1,3,2.4,0.10,0.08,-0.02,3,3,4,3.5,8,,2,2,2,2,2.67,Green,9
1407,Carson City,14,10,3,4/1/17,9.00,1.00,1.00,0.96,1,2,1.7,0.13,0.08,-0.05,3,3,5,4,5.5,,2,3,2.4,2,2.66,Green,9
1408,Charlottesville,24,2,4,4/1/17,9.00,1.00,1.00,0.89,1,4,3.1,0.20,0.10,-0.10,3,5,4,4.5,3.19,1,1,2,1.4,2,2.93,Green,9
1409,Bedford,12,3,4,4/1/17,9.00,0.91,0.91,0.93,3,3,3,0.07,0.11,0.05,4,5,4,4.5,2.57,0.89,3,1,2.2,2,3.35,Yellow,9
1410,Union Gap,60,10,3,4/1/17,11.00,1.00,1.00,0.88,1,4,3.1,0.14,0.09,-0.05,3,1,3,2,12.17,1,1,1,1,2,2.33,Green,10.5
1411,Hudson,57,3,4,4/1/17,9.70,1.00,1.00,0.92,1,3,2.4,0.06,0.01,-0.05,3,4,2,3,,,,,,2,2.73,Green,9.63
1413,Sterling,11,6,2,4/1/17,9.00,1.00,1.00,0.98,1,2,1.7,0.04,0.11,0.07,4,3,3,3,,,,,,1,2.765,Green,9
1414,Roanoke,58,2,4,4/1/17,9.00,1.00,1.00,0.90,1,3,2.4,0.17,0.04,-0.13,2,5,2,3.5,15,1,1,1,1,1,2.17,Green,9
1415,Encinitas,54,8,3,4/1/17,10.50,0.99,0.99,0.92,2,3,2.7,0.10,0.04,-0.06,3,4,3,3.5,6.25,0.83,4,3,3.6,3,3.16,Yellow,10.38
1416,West Ashley,75,14,1,4/1/17,9.00,0.83,0.83,0.82,4,4,4,0.05,0.14,0.09,4,5,3,4,4.32,1,1,2,1.4,1,3.35,Yellow,9
1418,Miamisburg,13,2,4,4/1/17,9.00,1.00,1.00,0.99,1,2,1.7,0.10,0.07,-0.04,3,3,3,3,4.08,0.94,2,2,2,2,2.36,Green,9
1419,Bozeman,60,10,3,4/1/17,9.50,0.90,0.90,0.80,3,5,4.4,0.05,0.17,0.12,5,5,5,5,1.76,1,1,1,1,1,3.82,Orange,9.38
1420,Casper,62,12,3,4/1/17,9.00,0.95,0.95,0.92,2,3,2.7,0.13,0.16,0.03,4,2,3,2.5,20.2,0.89,3,1,2.2,2,2.86,Green,9
1421,Lake Ozark,23,14,1,4/1/17,9.00,1.00,1.00,0.93,1,3,2.4,0.05,0.07,0.02,4,2,3,2.5,3,,2,2,2,1,2.72,Green,9
1422,Temple,40,4,1,4/1/17,9.00,0.89,0.89,0.94,4,3,3.3,0.05,0.08,0.03,4,4,3,3.5,22.33,,2,1,1.6,1,3.09,Yellow,9
